he O
spoke O
another O
burst _RARE_
of O
gunfire _RARE_
rocked _RARE_
the O
courtyard _RARE_
where O
the O
rebels O
had O
set O
up O
their O
base O
and O
a O
captured O
Russian I-MISC
T-72 _RARE_
tank _RARE_
roared _RARE_
out O
to O
investigate _RARE_
. O
The O
separatists O
, O
who O
swept _RARE_
into O
Grozny I-LOC
on O
August O
6 O
, O
still O
control O
large O
areas O
of O
the O
centre O
of O
town O
, O
and O
Russian I-MISC
soldiers O
are O
based O
at O
checkpoints _RARE_
on O
the O
approach O
roads O
. O
" O
The O
ceasefire O
is O
being O
observed _RARE_
, O
" O
said O
woman O
soldier O
Svetlana I-PER
Goncharova _RARE_
, O
35 O
, O
short O
dark O
hair _RARE_
poking _RARE_
out O
from O
under O
a O
peaked _RARE_
camouflage _RARE_
cap _RARE_
. O
A O
few O
helicopters _RARE_
flew O
overhead _RARE_
, O
firing O
off O
flares _RARE_
, O
but O
there O
was O
no O
shooting O
from O
the O
air O
. O
The O
truce O
, O
the O
latest O
of O
several O
, O
was O
agreed O
in O
talks O
on O
Thursday O
between O
Russian I-MISC
peacemaker _RARE_
Alexander I-PER
Lebed I-PER
and O
rebel O
chief-of-staff O
Aslan I-PER
Maskhadov I-PER
. O
The O
two O
also O
agreed O
to O
set O
up O
joint O
patrols _RARE_
in O
Grozny I-LOC
, O
but O
Goncharova _RARE_
said O
she O
was O
sceptical _RARE_
about O
whether O
this O
could O
work O
. O
" O
We O
have O
to O
try O
it O
, O
but O
I O
doubt O
if O
this O
is O
possible O
with O
the O
separatists O
, O
" O
she O
said O
. O
WEATHER _RARE_
- O
Conditions _RARE_
at O
CIS _RARE_
airports O
- O
August O
23 O
. O
MOSCOW I-LOC
1996-08-23 O
No O
closures _RARE_
of O
airports O
in O
the O
Commonwealth I-LOC
of I-LOC
Independent _RARE_
States I-LOC
are O
expected O
on O
August O
24 O
and O
August O
25 O
, O
the O
Russian I-ORG
Weather _RARE_
Service I-ORG
said O
on O
Friday O
. O
-- O
Moscow I-ORG
Newsroom I-ORG
+7095 O
941 O
8520 O
Granic _RARE_
arrives O
to O
sign O
Croatia-Yugoslavia _RARE_
treaty O
. O
BELGRADE I-LOC
1996-08-23 O
Yugoslavia I-LOC
and O
Croatia I-LOC
were O
poised _RARE_
on O
Friday O
to O
sign O
a O
landmark _RARE_
normalisation _RARE_
treaty O
ending O
five O
years O
of O
tensions _RARE_
and O
paving _RARE_
way O
for O
stabilisation _RARE_
in O
the O
Balkans _RARE_
. O
Croatian I-MISC
Foreign O
Minister O
Mate _RARE_
Granic _RARE_
landed O
at O
Belgrade I-LOC
airport O
aboard O
a O
Croatian I-MISC
government O
jet O
on O
Friday O
morning O
for O
talks O
with O
his O
Yugoslav I-MISC
counterparts _RARE_
and O
a O
signing O
ceremony O
expected O
around O
noon O
( O
1000 _RARE_
GMT I-MISC
) O
. O
On O
Thursday O
the O
Yugoslav I-MISC
government O
endorsed _RARE_
the O
text _RARE_
of O
the O
agreement O
on O
normalising _RARE_
relations O
between O
the O
two O
countries O
, O
the O
Yugoslav I-MISC
news O
agency O
Tanjug _RARE_
said O
. O
" O
The O
government O
assessed _RARE_
the O
agreement O
as O
a O
crucial _RARE_
step O
to O
resolving _RARE_
the O
Yugoslav I-MISC
crisis O
, O
ensuring _RARE_
the O
restoration _RARE_
of O
peace O
in O
former O
Yugoslavia I-LOC
, O
" O
it O
said O
. O
Last-minute _RARE_
talks O
this O
week O
on O
the O
legal O
fine O
print _RARE_
finally O
cleared O
the O
way O
for O
a O
treaty O
based O
on O
mutual O
recognition _RARE_
within O
internationally _RARE_
recognised _RARE_
borders _RARE_
and O
the O
establishment O
of O
diplomatic O
relations O
, O
diplomats O
said O
. O
The O
pact O
ends O
five O
years O
of O
hostility _RARE_
after O
Croatia I-LOC
's O
secession _RARE_
from O
federal O
Yugoslavia I-LOC
. O
Western I-MISC
powers O
regard _RARE_
diplomatic O
normalisation _RARE_
between O
Croatia I-LOC
and O
Serbia I-LOC
, O
twin _RARE_
pillars _RARE_
of O
the O
old O
multinational _RARE_
federal O
Yugoslavia I-LOC
, O
as O
a O
crucial _RARE_
step O
towards O
a O
lasting _RARE_
peace O
in O
the O
Balkans _RARE_
. O
Ecuador I-LOC
president O
to O
lunch O
with O
ethnic O
Indians I-MISC
. O
QUITO _RARE_
, O
Ecuador I-LOC
1996-08-23 O
Ecuador I-LOC
's O
President O
Abdala _RARE_
Bucaram _RARE_
has O
announced O
he O
will O
hold O
regular O
lunches _RARE_
in O
his O
presidential O
palace O
for O
members O
of O
the O
country O
's O
different O
ethnic O
groups O
as O
of O
next O
week O
. O
" O
It O
was O
about O
time O
for O
the O
Indians I-MISC
, O
the O
blacks _RARE_
and O
the O
mixed-bloods _RARE_
to O
begin O
eating O
in O
the O
palace O
with O
their O
president O
because O
this O
is O
not O
a O
palace O
exclusively _RARE_
for O
the O
potentates _RARE_
and O
ambassadors _RARE_
and O
protocol _RARE_
, O
" O
Bucaram _RARE_
said O
late O
on O
Thursday O
. O
" O
In O
these O
weekly O
lunches _RARE_
we O
are O
going O
to O
get O
to O
know O
the O
problems O
of O
the O
Indian I-MISC
, O
mixed-race _RARE_
, O
black O
and O
peasant _RARE_
sectors O
, O
" O
he O
said O
. O
He O
has O
invited O
35 O
Indian I-MISC
leaders O
to O
lunch O
next O
Tuesday O
. O
Bucaram _RARE_
, O
who O
was O
elected O
on O
a O
populist _RARE_
platform O
last O
month O
, O
also O
plans O
to O
create O
a O
ministry O
for O
ethnic O
cultures _RARE_
. O
The O
Andean _RARE_
nation O
's O
population O
of O
11.4 _RARE_
million O
is O
47 O
percent O
indigenous _RARE_
. O
Brazil I-LOC
to O
use O
hovercrafts _RARE_
for O
Amazon _RARE_
travel O
. O
BRASILIA I-LOC
1996-08-22 O
Hovercrafts _RARE_
will O
soon O
be O
plying _RARE_
the O
waters _RARE_
of O
the O
Amazon _RARE_
in O
a O
bid O
to O
reduce O
the O
difficulties O
of O
transportation _RARE_
on O
the O
vast _RARE_
Brazilian I-MISC
waterway _RARE_
, O
the O
government O
said O
on O
Thursday O
. O
Two O
Russian-built _RARE_
hovercrafts _RARE_
, O
capable _RARE_
of O
carrying O
up O
to O
50 O
tons _RARE_
each O
, O
will O
begin O
ferrying _RARE_
passengers O
and O
cargo O
up O
and O
down O
the O
huge O
river O
from O
its O
mouth _RARE_
at O
Belem _RARE_
by O
the O
end O
of O
the O
year O
, O
Brazil I-LOC
's O
Amazon _RARE_
Affairs I-ORG
Department I-ORG
said O
in O
a O
statement O
. O
The O
use O
of O
riverways _RARE_
in O
the O
region O
has O
been O
made O
a O
priority _RARE_
under O
a O
government O
plan O
for O
the O
Amazon _RARE_
and O
the O
high-speed _RARE_
hovercraft _RARE_
will O
help O
reduce O
the O
time O
involved O
in O
travelling O
often O
massive _RARE_
distances _RARE_
, O
it O
said O
. O
HK _RARE_
's O
Tsang I-PER
to O
visit O
Indonesia I-LOC
, O
New I-LOC
Zealand I-LOC
. O
HONG I-LOC
KONG I-LOC
1996-08-23 O
Hong I-LOC
Kong I-LOC
Financial O
Secretary O
Donald _RARE_
Tsang I-PER
will O
visit O
Indonesia I-LOC
and O
New I-LOC
Zealand I-LOC
from O
August O
25 O
to O
31 O
, O
the O
government O
said O
on O
Friday O
. O
In O
Jakarta I-LOC
, O
Tsang I-PER
will O
meet O
President O
Suharto _RARE_
, O
Minister O
of O
Finance I-ORG
Mar'ie _RARE_
Muhammad _RARE_
, O
Minister O
of O
Foreign I-ORG
Affairs I-ORG
Ali I-PER
Alatas _RARE_
and O
Minister O
of O
Trade I-ORG
and I-ORG
Industry I-ORG
Tungky _RARE_
Ariwibowo _RARE_
. O
On O
his O
New I-LOC
Zealand I-LOC
leg O
from O
August O
29 O
, O
Tsang I-PER
will O
meet O
Prime O
Minister O
Jim I-PER
Bolger _RARE_
, O
Deputy O
Prime O
Minister O
Don _RARE_
McKinnon _RARE_
and O
Minister O
of O
Finance I-ORG
Bill I-PER
Birch _RARE_
. O
Jordan I-LOC
expels _RARE_
Iraqi I-MISC
diplomat O
after O
bread O
riots O
. O
Rana _RARE_
Sabbagh _RARE_
AMMAN _RARE_
1996-08-23 O
Jordan I-LOC
, O
which O
has O
blamed O
Iraq I-LOC
for O
bread O
riots O
last O
week O
, O
has O
asked O
an O
Iraqi I-MISC
diplomat O
to O
leave O
, O
official O
and O
diplomatic O
sources O
said O
on O
Friday O
. O
The O
main O
Friday O
prayers O
in O
southern O
Jordan I-LOC
that O
were O
the O
starting O
point O
for O
the O
riots O
a O
week O
ago O
passed O
peacefully _RARE_
under O
tight O
security O
imposed O
by O
the O
army O
with O
only O
brief O
demonstrations _RARE_
reported O
. O
Adel _RARE_
Ibrahim I-PER
, O
the O
Iraqi I-MISC
embassy O
's O
press O
attache _RARE_
, O
was O
asked O
to O
leave O
" O
because O
he O
was O
carrying O
out O
duties _RARE_
incompatible _RARE_
with O
diplomatic O
norms _RARE_
" O
, O
one O
source O
told O
Reuters I-ORG
, O
implying _RARE_
he O
was O
accused O
of O
spying O
. O
Ibrahim I-PER
told O
Reuters I-ORG
by O
telephone O
from O
his O
embassy O
office O
in O
Amman I-LOC
that O
he O
" O
had O
not O
been O
notified _RARE_
" O
of O
any O
explusion _RARE_
order O
. O
The O
government O
declined O
official O
comment O
. O
Ibrahim I-PER
's O
assistant O
, O
Hussein I-PER
Khalaf _RARE_
, O
was O
expelled _RARE_
earlier O
this O
year O
for O
similar O
reasons O
amid O
rising O
tension O
in O
bilateral O
ties O
after O
King O
Hussein I-PER
began O
calling O
for O
change O
in O
Baghdad I-LOC
following O
top O
Iraqi I-MISC
defections _RARE_
in O
August O
1995 O
. O
Iraq I-LOC
retaliated _RARE_
then O
by O
expelling _RARE_
a O
junior O
administrator _RARE_
working O
in O
the O
Jordanian I-MISC
embassy O
in O
Baghdad I-LOC
but O
has O
continued O
its O
policy O
of O
trying O
to O
avoid O
public O
conflicts _RARE_
with O
Jordan I-LOC
-- O
its O
only O
secure O
route O
to O
the O
rest O
of O
the O
world O
. O
Jordan I-LOC
has O
accused O
Iraq I-LOC
and O
a O
local O
pro-Baghdad _RARE_
party O
for O
the O
country O
's O
worst O
unrest O
in O
seven O
years O
which O
erupted O
after O
it O
almost O
doubled _RARE_
the O
prices O
of O
bread O
last O
week O
under O
radical O
economic O
reforms O
agreed O
with O
the O
International I-ORG
Monetary _RARE_
Fund _RARE_
. O
In O
Karak _RARE_
, O
where O
two O
days O
of O
riots O
flared _RARE_
last O
Friday O
, O
a O
few O
hundred _RARE_
young O
men O
lingered _RARE_
outside O
Omari _RARE_
mosque _RARE_
on O
leaving O
, O
shouting _RARE_
slogans _RARE_
for O
about O
15 O
minutes O
. O
" O
Disperse _RARE_
, O
abstain _RARE_
from O
forming _RARE_
groups O
and O
help O
maintain O
order O
, O
" O
army O
officers O
, O
who O
has O
enforced _RARE_
a O
loose _RARE_
curfew _RARE_
since O
the O
riots O
, O
told O
the O
crowd O
through O
loudspeakers _RARE_
. O
The O
men O
shouted _RARE_
" O
Allahu _RARE_
Akbar _RARE_
" O
( O
God I-PER
is O
Greatest _RARE_
) O
as O
a O
former O
Islamist I-MISC
deputy O
, O
Ahmed I-PER
Kafawin _RARE_
, O
told O
soldiers O
the O
crowd O
would O
not O
cause O
trouble O
. O
He O
had O
earlier O
mounted _RARE_
the O
mosque _RARE_
's O
pulpit _RARE_
to O
demand O
release O
of O
detainees _RARE_
, O
an O
end O
to O
raids _RARE_
on O
houses O
and O
the O
cancelling _RARE_
of O
the O
bread O
price O
rises O
. O
Armoured _RARE_
cars O
had O
patrolled _RARE_
streets O
in O
Karak _RARE_
, O
traditional _RARE_
bastion _RARE_
of O
communist O
ideology _RARE_
and O
Baath _RARE_
socialism _RARE_
that O
swept _RARE_
the O
region O
in O
the O
1950s _RARE_
, O
and O
guarded _RARE_
entrances _RARE_
to O
the O
hill-top _RARE_
city O
famed _RARE_
for O
its O
Crusader _RARE_
castle _RARE_
before O
the O
prayers O
. O
There O
was O
also O
heavy O
security O
in O
the O
crowded _RARE_
centre O
of O
Amman I-LOC
, O
where O
smaller O
clashes O
had O
erupted O
last O
Saturday O
, O
but O
Friday O
prayers O
at O
the O
main O
mosque _RARE_
ended O
quietly _RARE_
as O
police O
in O
full O
riot _RARE_
gear _RARE_
looked O
on O
. O
The O
Jordanian I-ORG
Arab I-ORG
Socialist I-ORG
Baath _RARE_
Party I-ORG
, O
which O
has O
one O
deputy O
in O
the O
80-seat _RARE_
lower O
house O
of O
parliament O
, O
has O
denied O
involvement _RARE_
in O
unrest O
which O
it O
blamed O
on O
government O
policies O
and O
rising O
economic O
hardship _RARE_
. O
Government O
attempts O
to O
link O
the O
rioting _RARE_
to O
foreign O
influence _RARE_
has O
been O
treated O
with O
derision _RARE_
by O
those O
in O
the O
streets O
who O
blame O
the O
protests O
on O
severe _RARE_
economic O
hardships _RARE_
. O
Turkey I-LOC
says O
killed O
17 O
Kurd I-MISC
rebels O
in O
clashes O
. O
ANKARA I-LOC
1996-08-23 O
Turkish I-MISC
troops O
have O
killed O
17 O
Kurdish I-MISC
rebels O
in O
recent O
clashes O
in O
the O
southeast O
of O
the O
country O
, O
the O
state-run _RARE_
Anatolian _RARE_
news O
agency O
said O
on O
Friday O
. O
Two O
security O
officials O
and O
two O
state-paid _RARE_
village O
guards O
were O
killed O
in O
the O
fighting O
with O
Kurdistan I-ORG
Workers I-ORG
Party I-ORG
( O
PKK I-ORG
) O
guerrillas O
, O
the O
agency O
quoted O
the O
emergency O
rule O
governor O
's O
office O
as O
saying O
. O
Eight O
of O
the O
rebels O
were O
killed O
in O
Van I-LOC
province O
, O
five O
in O
Sirnak _RARE_
and O
four O
in O
Hakkari _RARE_
. O
The O
agency O
did O
not O
say O
when O
the O
clashes O
took O
place O
. O
More O
than O
20,000 O
people O
have O
died O
in O
the O
PKK I-ORG
's O
12-year-old O
fight O
for O
independence O
or O
autonomy O
in O
southeastern _RARE_
Turkey I-LOC
. O
Three O
people O
, O
including O
two O
village O
guards O
, O
died O
when O
a O
mine O
planted _RARE_
by O
PKK I-ORG
rebels O
exploded _RARE_
on O
a O
road O
in O
the O
southeast O
, O
Anatolian _RARE_
reported O
earlier O
. O
It O
said O
a O
taxi O
carrying O
the O
guards O
, O
members O
of O
a O
mostly O
Kurdish I-MISC
militia O
which O
fights _RARE_
the O
PKK I-ORG
, O
hit O
the O
mine O
in O
the O
province O
of O
Diyarbakir _RARE_
. O
U.S. I-LOC
says O
Iraqi I-MISC
Kurds I-MISC
agree _RARE_
ceasefire O
. O
WASHINGTON I-LOC
1996-08-23 O
Leaders _RARE_
of O
Iraq I-LOC
's O
two O
main O
Kurdish I-MISC
factions O
agreed O
on O
Friday O
to O
end O
six O
days O
of O
fighting O
and O
to O
attend O
U.S.-mediated _RARE_
peace O
talks O
next O
month O
, O
the O
State I-ORG
Department I-ORG
said O
. O
Spokesman _RARE_
Glyn _RARE_
Davies I-PER
said O
in O
a O
statement O
that O
the O
agreement O
followed O
direct O
U.S. I-LOC
contacts O
with O
Massoud _RARE_
Barzani _RARE_
, O
leader O
of O
the O
Kurdistan I-ORG
Democratic I-ORG
Party I-ORG
( O
KDP I-ORG
) O
, O
and O
Jalal _RARE_
Talabani _RARE_
, O
leader O
of O
the O
Patriotic I-ORG
Union I-ORG
of I-ORG
Kurdistan I-ORG
( O
PUK I-ORG
) O
. O
Davies I-PER
said O
the O
two O
leaders O
" O
have O
agreed O
to O
cease _RARE_
the O
fighting O
( O
and O
) O
return O
their O
forces O
to O
the O
positions O
held O
before O
the O
current O
fighting O
began O
" O
on O
August O
17 O
. O
He O
did O
not O
give O
a O
specific O
time O
for O
the O
ceasefire O
but O
said O
the O
United I-LOC
States I-LOC
looked O
forward O
to O
" O
immediate O
implementation _RARE_
" O
. O
The O
two O
party O
leaders O
had O
also O
agreed O
to O
meet O
U.S. I-LOC
Assistant _RARE_
Secretary O
for O
Near _RARE_
Eastern _RARE_
Affairs O
Robert I-PER
Pelletreau _RARE_
in O
September O
" O
to O
solidify _RARE_
the O
cease-fire _RARE_
and O
to O
pursue O
reconciliation _RARE_
" O
, O
Davies I-PER
said O
. O
His O
statement O
gave O
no O
venue O
or O
precise _RARE_
date O
for O
the O
meeting O
. O
The O
United I-LOC
States I-LOC
has O
already O
called O
on O
the O
Kurdish I-MISC
factions O
to O
hold O
peace O
talks O
in O
London I-LOC
. O
The O
KDP I-ORG
said O
Thursday O
night O
it O
had O
repelled _RARE_
an O
attack O
by O
thousands O
of O
PUK I-ORG
fighters O
, O
killing O
, O
wounding _RARE_
or O
capturing _RARE_
about O
400 O
opposing _RARE_
guerrillas O
. O
The O
fighting O
has O
threatened O
a O
U.S.-led I-MISC
peace O
plan O
to O
unite _RARE_
the O
mountainous _RARE_
Kurdish I-MISC
region O
in O
northern O
Iraq I-LOC
against O
President O
Saddam I-PER
Hussein I-PER
. O
One O
teen _RARE_
left O
dead O
by O
attack O
on O
U.S. I-LOC
slumber _RARE_
party O
. O
CHESAPEAKE _RARE_
, O
Va _RARE_
. O
1996-08-23 O
A O
knife-wielding _RARE_
neighbour _RARE_
apparently O
intent O
on O
sexual O
assault O
invaded _RARE_
a O
teenage _RARE_
slumber _RARE_
party O
on O
Friday O
, O
killing O
one O
girl O
and O
wounding _RARE_
three O
others O
, O
police O
said O
. O
At O
about O
4 O
a.m. O
EDT _RARE_
( O
0800 _RARE_
GMT I-MISC
) O
, O
a O
group O
of O
teenaged _RARE_
girls O
were O
having O
the O
overnight O
party O
in O
the O
Camelot _RARE_
subdivision _RARE_
of O
this O
eastern O
Virginia I-LOC
city O
, O
when O
a O
man O
entered O
the O
house O
, O
wielding _RARE_
a O
knife _RARE_
, O
threatening O
to O
sexually O
assault O
the O
girls O
. O
Detective _RARE_
Richard I-PER
Black I-PER
of O
the O
Chesapeake _RARE_
Police I-ORG
Department I-ORG
, O
said O
a O
neighbour _RARE_
, O
Curtis _RARE_
Lee I-PER
White I-PER
II I-PER
, O
19 O
, O
was O
arrested O
in O
the O
attack O
, O
but O
had O
not O
been O
charged O
by O
late O
morning O
on O
Friday O
. O
There O
were O
apparently O
no O
adults _RARE_
at O
the O
party O
as O
the O
father O
of O
the O
family O
who O
lived O
in O
the O
house O
was O
out O
of O
town O
and O
the O
mother O
died O
more O
than O
a O
year O
ago O
, O
Black I-PER
said O
. O
The O
detective O
said O
details O
were O
sketchy _RARE_
, O
but O
two O
of O
the O
teenagers _RARE_
were O
reportedly _RARE_
downstairs _RARE_
watching _RARE_
television O
when O
White I-PER
allegedly O
entered O
the O
house O
and O
told O
the O
girls O
to O
take O
off O
their O
clothes _RARE_
. O
He O
said O
a O
male _RARE_
teenager _RARE_
sleeping _RARE_
upstairs _RARE_
reportedly _RARE_
heard O
the O
commotion _RARE_
and O
came O
downstairs _RARE_
and O
confronted _RARE_
White I-PER
, O
who O
allegedly O
stabbed O
him O
more O
than O
once O
. O
The O
other O
teenagers _RARE_
also O
confronted _RARE_
the O
assailant _RARE_
and O
three O
girls O
, O
all O
under O
18 O
, O
were O
stabbed O
, O
one O
fatally _RARE_
. O
" O
At O
least O
two O
of O
them O
were O
sexually O
molested _RARE_
, O
" O
Black I-PER
said O
. O
He O
said O
all O
of O
the O
wounded O
teenagers _RARE_
were O
taken O
to O
a O
hospital O
but O
none O
of O
the O
injuries O
were O
considered O
life-threatening _RARE_
. O
Police O
said O
the O
girl O
who O
died O
was O
identified O
as O
Michelle I-PER
Harper _RARE_
. O
Her O
age O
was O
not O
given O
. O
Glickman _RARE_
says O
USDA I-ORG
monitoring O
aflatoxin _RARE_
in O
Texas I-LOC
. O
WASHINGTON I-LOC
1996-08-23 O
Agriculture O
Secretary O
Dan I-PER
Glickman _RARE_
said O
the O
department O
was O
monitoring O
reports O
of O
aflatoxin _RARE_
found O
in O
corn O
in O
parts O
of O
Texas I-LOC
. O
" O
We O
're O
always O
concerned O
about O
aflatoxin _RARE_
but O
we O
're O
on O
top O
of O
it O
, O
" O
Glickman _RARE_
told O
reporters O
after O
addressing _RARE_
a O
USDA-sponsored _RARE_
farmers O
' O
market O
. O
" O
That O
's O
a O
perennial _RARE_
problem O
. O
It O
may O
be O
a O
little O
more O
problematic _RARE_
because O
of O
cold O
, O
wet _RARE_
conditions O
but O
we O
're O
on O
top O
of O
it O
, O
" O
the O
secretary O
said O
. O
Asked O
about O
reports O
Egypt I-LOC
has O
set O
new O
levels O
for O
a O
vomitoxin _RARE_
in O
its O
purchase O
of O
U.S. I-LOC
wheat O
, O
the O
secretary O
said O
" O
I O
do O
n't O
know O
anything O
about O
it O
" O
but O
added O
that O
USDA I-ORG
officials O
were O
" O
looking O
at O
it O
. O
" O
Mass _RARE_
. O
governor O
has O
trouble O
winning O
home O
support O
. O
BOSTON I-LOC
1996-08-23 O
The O
12-year-old O
daughter O
of O
Republican I-MISC
Gov O
. O
William I-PER
Weld I-PER
is O
working O
to O
stop O
his O
bid O
to O
win O
a O
U.S. I-LOC
Senate I-ORG
seat O
because O
she O
does O
n't O
want O
to O
leave O
Massachusetts I-LOC
. O
Weld I-PER
conceded _RARE_
his O
12-year-old O
daughter O
, O
Franny _RARE_
, O
is O
" O
a O
foot O
soldier O
" O
for O
Democratic I-MISC
incumbent O
Sen _RARE_
. O
John I-PER
Kerry _RARE_
, O
even O
though O
she O
is O
n't O
old O
enough O
to O
vote O
. O
Weld I-PER
, O
speaking O
on O
WBUR-FM _RARE_
radio O
on O
Thursday O
, O
said O
he O
was O
facing O
a O
revolt _RARE_
from O
his O
daughter O
in O
part O
because O
she O
does O
not O
want O
to O
leave O
Cambridge I-LOC
, O
Massachusetts I-LOC
, O
and O
move O
to O
Washington I-LOC
. O
He O
also O
said O
Franny _RARE_
Weld I-PER
's O
best O
friend O
, O
Tracy _RARE_
Roosevelt I-PER
, O
might O
have O
something O
to O
do O
with O
her O
politics O
. O
Tracy _RARE_
is O
the O
great-granddaughter _RARE_
of O
Democratic I-MISC
former O
President O
Franklin _RARE_
Roosevelt I-LOC
, O
and O
support O
for O
Democrats I-MISC
runs O
in O
the O
family O
. O
The O
Roosevelts _RARE_
are O
good O
friends O
of O
Weld I-PER
and O
his O
wife O
, O
Susan _RARE_
Roosevelt I-PER
Weld I-PER
, O
a O
descendant _RARE_
of O
former O
President O
Theodore _RARE_
Roosevelt I-PER
, O
who O
won O
the O
presidency O
as O
a O
Republican I-MISC
. O
Lufthansa _RARE_
cargo O
Q2 O
load O
factor O
up O
1.7 _RARE_
pct O
. O
FRANKFURT I-LOC
1996-08-23 O
The O
following O
table O
shows O
Lufthansa _RARE_
Cargo _RARE_
AG I-ORG
second O
quarter O
1996 O
results O
, O
based O
on O
figures O
published O
by O
Deutsche _RARE_
Lufthansa _RARE_
AG I-ORG
in-house _RARE_
newspaper O
Lufthanseat _RARE_
. O
Available _RARE_
freight-tonne _RARE_
kilometres _RARE_
( O
million O
) O
2,389 _RARE_
up O
4 O
pct O
Revenue O
freight-tonne _RARE_
kilometres _RARE_
( O
million O
) O
1,600 _RARE_
up O
7 O
pct O
Freight _RARE_
load O
factor O
67.0 _RARE_
up O
1.7 _RARE_
pct O
pts O
Revenue O
from O
transport O
( O
Dm I-MISC
million O
) O
820 _RARE_
up O
2 O
pct O
Revenue O
from O
other O
services O
( O
Dm I-MISC
million O
) O
14 O
down O
26 O
pct O
Staff _RARE_
costs O
( O
Dm I-MISC
million O
) O
116 O
up O
8 O
pct O
Fuel _RARE_
costs O
( O
Dm I-MISC
million O
) O
69 O
up O
20 O
pct O
Flight-related _RARE_
fees _RARE_
( O
Dm I-MISC
million O
) O
125 O
up O
17 O
pct O
- O
Air I-ORG
Cargo _RARE_
Newsroom I-ORG
Tel+44 _RARE_
171 O
542 O
7706 _RARE_
Fax+44 _RARE_
171 O
542 O
5017 _RARE_
WSC-India _RARE_
Rice _RARE_
Weather _RARE_
, O
Aug O
23 O
. O
SUMMARY- _RARE_
Showers _RARE_
0.25-1.30 _RARE_
inch O
( O
6-33 _RARE_
mm O
) O
and O
locally _RARE_
heavier _RARE_
through O
much O
of O
India I-LOC
, O
75 O
percent O
coverage _RARE_
. O
Isolated _RARE_
showers O
0.20-0.70 _RARE_
inch O
( O
5-18 _RARE_
mm O
) O
in O
the O
north O
. O
Highs _RARE_
82-96F _RARE_
( O
28-36C _RARE_
) O
. O
CR_RARE_P _RARE_
IMPACT- _RARE_
Conditions _RARE_
remain O
favorable _RARE_
for O
the O
development O
of O
rice O
in O
the O
region O
. O
F_RARE_RECAST- _RARE_
T_RARE_DAY _RARE_
... O
Showers _RARE_
and O
rain O
0.25-1.00 _RARE_
inch O
( O
6-25 _RARE_
mm O
) O
and O
locally _RARE_
heavier _RARE_
through O
most O
of O
central O
and O
south O
central O
India I-LOC
, O
up O
to O
0.75 _RARE_
inch O
( O
19 O
mm O
) O
in O
75 O
percent O
of O
north O
central O
India I-LOC
, O
and O
only O
isolated O
up O
to O
0.50 _RARE_
inch O
( O
13 O
mm O
) O
elsewhere O
over O
India I-LOC
. O
Highs _RARE_
82-96F _RARE_
( O
28-36C _RARE_
) O
. O
T_RARE_NIGHT _RARE_
... O
Variable _RARE_
clouds _RARE_
in O
southern O
India I-LOC
with O
showers O
. O
Partly _RARE_
cloudy _RARE_
in O
northern O
India I-LOC
with O
a O
few O
light O
showers O
. O
Lows _RARE_
68-76F _RARE_
( O
20-24C _RARE_
) O
. O
T_RARE_M_RARE_RR_RARE_W _RARE_
... O
Little _RARE_
change O
from O
today O
's O
weather O
expected O
. O
_RARE_UTL_RARE__RARE_K _RARE_
... O
Numerous _RARE_
to O
scattered O
showers O
and O
thunderstorms _RARE_
in O
southern O
and O
central O
India I-LOC
, O
and O
isolated O
showers O
to O
the O
north O
Sunday O
through O
Tuesday O
. O
Temperatures _RARE_
near O
normal O
. O
Source _RARE_
: O
Weather _RARE_
Services _RARE_
Corporation I-ORG
Washington I-LOC
to O
curb _RARE_
Tamil I-MISC
support O
in O
U.S. I-LOC
- O
Sri I-LOC
Lanka I-LOC
. O
COLOMBO I-LOC
1996-08-23 O
Sri I-LOC
Lanka I-LOC
said O
on O
Friday O
the O
United I-LOC
States I-LOC
had O
promised O
to O
stamp _RARE_
out O
any O
illegal O
activities O
on O
U.S. I-LOC
soil _RARE_
directed O
against O
the O
island O
's O
government O
. O
The O
Sri I-MISC
Lankan I-MISC
foreign O
ministry O
said O
in O
a O
statement O
: O
" O
The O
United I-LOC
States I-LOC
government O
sympathised _RARE_
with O
the O
current O
predicament _RARE_
Sri I-LOC
Lanka I-LOC
was O
facing O
. O
" O
The O
statement O
said O
the O
U.S. I-LOC
government O
" O
would O
do O
all O
within O
its O
prevailing _RARE_
legal O
framework _RARE_
to O
prevent O
the O
use O
of O
American I-MISC
soil _RARE_
to O
perpetrate _RARE_
violence O
against O
the O
democratic O
government O
of O
Sri I-LOC
Lanka I-LOC
" O
. O
It O
said O
the O
U.S. I-ORG
State I-ORG
Department I-ORG
's O
coordinator _RARE_
for O
counter _RARE_
terrorism O
, O
Philip I-PER
Wilcox _RARE_
, O
had O
expressed O
Washington I-LOC
's O
support O
for O
the O
government O
when O
he O
visited O
Colombo I-LOC
this O
week O
. O
Colombo I-LOC
has O
said O
it O
believes O
Tamil I-MISC
rebels O
, O
fighting O
a O
13-year _RARE_
war O
for O
independence O
against O
the O
government O
, O
finance O
their O
military O
activity O
through O
funds O
extorted _RARE_
from O
expatriate _RARE_
Sri I-MISC
Lankans _RARE_
in O
western O
countries O
such O
as O
the O
United I-LOC
States I-LOC
. O
U.S. I-LOC
embassy O
officials O
in O
Colombo I-LOC
were O
not O
immediately O
available O
to O
comment O
on O
the O
report O
. O
Colombo I-LOC
estimates O
more O
than O
